Amount,Payment_Method,Merchant_Category,Is_International,Device_Type,Account_Age_Months,Previous_Fraud,Fraud
3347.22,UPI,Shopping,1,Mobile,44,1,0
2866.25,UPI,Food,1,Desktop,47,0,0
5016.81,UPI,Food,1,Desktop,48,1,0
149.03,UPI,Shopping,0,Desktop,21,1,1
5701.61,UPI,Bills,0,Mobile,4,0,0
2391.72,Debit Card,Shopping,1,Mobile,9,0,0
1444.95,Wallet,Electronics,1,Desktop,9,1,1
3592.69,Net Banking,Travel,0,Desktop,26,0,0
1159.47,Wallet,Food,1,Mobile,13,0,0
2149.8,Net Banking,Electronics,1,Desktop,58,0,0
413.49,Debit Card,Bills,0,Mobile,19,0,0
1770.1,Wallet,Shopping,0,Mobile,13,0,0
1144.92,UPI,Electronics,1,Mobile,53,0,0
1447.34,Wallet,Travel,1,Desktop,22,0,0
1094.33,Wallet,Bills,1,Mobile,9,1,0
6055.65,Debit Card,Electronics,1,Desktop,48,0,0
144.31,Debit Card,Shopping,0,Mobile,32,1,0
1029.03,Debit Card,Electronics,0,Mobile,24,0,0
440.29,UPI,Electronics,0,Desktop,13,0,0
3722.89,Credit Card,Travel,0,Mobile,47,1,0
60.98,Credit Card,Electronics,1,Desktop,2,0,1
834.96,Credit Card,Shopping,1,Mobile,43,1,1
1775.96,Net Banking,Shopping,1,Desktop,3,0,1
1894.14,Net Banking,Shopping,1,Mobile,20,0,0
1338.04,Wallet,Food,1,Desktop,16,0,1
1601.49,Debit Card,Travel,1,Desktop,49,1,1
3638.33,Debit Card,Shopping,0,Desktop,43,0,0
2133.58,Wallet,Electronics,0,Desktop,54,0,0
1531.07,Debit Card,Food,0,Mobile,59,0,0
8112.67,Debit Card,Food,1,Desktop,18,1,0
1062.11,Debit Card,Travel,1,Mobile,23,1,1
5546.03,Credit Card,Bills,1,Desktop,33,0,0
5699.96,UPI,Travel,0,Mobile,15,0,0
1909.26,Credit Card,Bills,1,Mobile,52,0,0
235.93,Credit Card,Electronics,0,Desktop,38,0,0
3086.93,UPI,Electronics,1,Desktop,57,1,1
2373.04,Debit Card,Shopping,0,Desktop,11,0,0
549.86,UPI,Travel,0,Mobile,25,0,0
1308.89,Credit Card,Travel,0,Desktop,24,0,0
118.76,Net Banking,Bills,0,Desktop,2,1,0
2132.05,Wallet,Bills,0,Desktop,33,0,0
8191.9,UPI,Bills,0,Mobile,46,1,1
1182.25,Wallet,Shopping,1,Mobile,57,0,0
1083.81,Credit Card,Travel,1,Desktop,55,0,0
123.35,UPI,Electronics,0,Mobile,8,1,1
513.69,UPI,Travel,0,Desktop,48,0,0
5785.19,Net Banking,Shopping,1,Desktop,15,0,1
1286.64,Debit Card,Travel,1,Desktop,3,0,0
261.18,UPI,Shopping,1,Mobile,14,1,1
6798.23,Credit Card,Food,1,Desktop,47,0,0
3299.17,Credit Card,Travel,1,Mobile,3,0,1
3670.07,Credit Card,Bills,1,Mobile,39,0,0
2914.68,Net Banking,Electronics,1,Mobile,27,0,1
3248.37,UPI,Travel,1,Desktop,11,0,0
5337.94,Debit Card,Shopping,1,Desktop,7,0,0
3513.8,Net Banking,Shopping,1,Mobile,56,1,1
1418.71,Wallet,Bills,1,Desktop,35,0,0
5421.63,Debit Card,Travel,0,Desktop,55,1,0
828.23,Debit Card,Shopping,1,Mobile,20,1,1
857.95,Credit Card,Food,0,Mobile,9,1,0
4918.24,Net Banking,Travel,1,Mobile,39,0,1
2799.25,Wallet,Travel,0,Desktop,23,1,1
2105.13,Credit Card,Food,1,Mobile,21,1,0
111.32,Net Banking,Travel,1,Mobile,13,1,1
245.38,Wallet,Shopping,0,Mobile,51,0,0
6738.11,UPI,Travel,0,Desktop,17,0,0
2400.13,Credit Card,Travel,0,Desktop,1,1,1
1112.03,Credit Card,Electronics,0,Mobile,51,0,0
4720.22,UPI,Shopping,0,Mobile,40,1,0
1541.56,Net Banking,Travel,0,Mobile,15,0,0
122.68,Credit Card,Food,0,Desktop,46,0,0
2878.26,Wallet,Food,1,Mobile,24,0,1
495.43,Wallet,Food,0,Mobile,41,1,1
1003.43,UPI,Shopping,1,Mobile,20,0,1
3032.91,UPI,Travel,0,Desktop,45,1,0
1770.31,UPI,Food,1,Desktop,12,1,1
7465.34,UPI,Electronics,0,Desktop,30,0,0
1786.06,Debit Card,Shopping,0,Mobile,37,1,0
5962.54,Credit Card,Shopping,0,Mobile,25,1,0
4597.04,UPI,Travel,1,Mobile,25,1,1
2114.28,Debit Card,Food,0,Mobile,9,1,0
489.71,UPI,Shopping,0,Mobile,25,1,1
3496.36,Net Banking,Travel,0,Desktop,32,0,0
61.65,Net Banking,Shopping,1,Desktop,1,0,0
436.79,Debit Card,Bills,1,Mobile,59,1,1
6317.42,Net Banking,Electronics,0,Mobile,5,1,1
1081.53,Debit Card,Food,1,Mobile,19,0,1
1983.76,Credit Card,Food,0,Mobile,54,0,0
1868.35,Credit Card,Shopping,1,Desktop,16,1,0
4868.42,Credit Card,Bills,1,Desktop,14,1,1
2435.2,Net Banking,Electronics,0,Desktop,26,1,0
7251.44,Credit Card,Shopping,0,Desktop,16,1,1
45.87,Credit Card,Bills,1,Mobile,47,0,0
3391.18,Wallet,Travel,0,Desktop,14,1,0
3013.7,Credit Card,Food,0,Mobile,47,1,0
2756.06,Credit Card,Food,0,Desktop,19,0,0
1473.55,Credit Card,Travel,1,Mobile,2,1,0
504.7,UPI,Food,1,Mobile,35,1,1
2212.82,Credit Card,Bills,1,Mobile,8,1,1
1699.21,Net Banking,Shopping,1,Mobile,4,1,0
10831.5,Credit Card,Bills,1,Desktop,53,1,1
2101.67,Debit Card,Electronics,0,Desktop,1,0,1
180.13,Net Banking,Shopping,1,Desktop,32,1,1
6224.37,Wallet,Food,1,Mobile,26,0,0
4021.62,Wallet,Food,0,Desktop,23,1,0
894.45,Net Banking,Bills,1,Mobile,52,1,0
1700.96,Credit Card,Bills,0,Desktop,2,1,0
3133.24,UPI,Electronics,1,Desktop,24,0,0
2675.73,Credit Card,Bills,1,Mobile,11,0,0
2891.6,Debit Card,Shopping,1,Mobile,15,0,0
116.15,Wallet,Food,1,Desktop,27,0,0
286.02,Wallet,Shopping,0,Mobile,52,1,0
4231.81,UPI,Electronics,1,Mobile,1,1,0
407.81,Debit Card,Travel,0,Mobile,44,0,0
1111.46,Credit Card,Electronics,1,Desktop,37,1,0
5415.84,Credit Card,Shopping,0,Desktop,18,1,0
3185.94,Debit Card,Bills,1,Mobile,39,1,1
6614.99,Debit Card,Electronics,0,Desktop,40,1,0
1163.8,Wallet,Shopping,0,Mobile,14,1,1
9584.32,Credit Card,Bills,0,Desktop,10,0,0
636.65,Credit Card,Food,0,Desktop,15,1,1
208.02,Debit Card,Travel,1,Mobile,58,0,1
3272.83,Net Banking,Travel,0,Desktop,10,1,0
6398.17,Credit Card,Travel,0,Mobile,39,1,0
3861.95,Net Banking,Shopping,0,Desktop,37,1,0
7513.55,Debit Card,Electronics,1,Mobile,50,0,0
3498.12,UPI,Bills,0,Desktop,21,0,0
2183.95,Credit Card,Shopping,0,Mobile,56,1,0
1117.7,Debit Card,Bills,1,Mobile,47,1,0
204.29,Credit Card,Travel,1,Desktop,42,0,0
3622.05,UPI,Travel,1,Desktop,23,1,1
7140.45,Net Banking,Travel,1,Mobile,40,0,0
2290.94,Net Banking,Bills,1,Mobile,24,0,1
2630.68,Wallet,Food,1,Mobile,26,1,1
1973.31,Net Banking,Shopping,0,Desktop,16,0,0
217.07,Net Banking,Bills,0,Desktop,57,1,0
1176.94,Wallet,Bills,1,Desktop,43,1,1
4187.04,Wallet,Food,0,Desktop,50,1,1
1853.39,Credit Card,Bills,1,Mobile,6,0,0
2246.91,UPI,Electronics,0,Desktop,23,0,0
1999.18,Wallet,Food,0,Desktop,42,1,0
7494.29,Debit Card,Travel,1,Desktop,45,1,0
2952.58,UPI,Bills,0,Mobile,7,0,0
3998.31,Wallet,Travel,0,Mobile,58,0,0
8743.92,Debit Card,Travel,0,Mobile,33,1,0
1914.06,UPI,Shopping,1,Mobile,31,0,0
922.9,Credit Card,Travel,1,Desktop,32,1,1
2934.18,Credit Card,Food,0,Desktop,15,0,0
4205.0,Debit Card,Electronics,0,Desktop,6,0,0
2113.57,Credit Card,Food,1,Desktop,21,1,1
2885.54,Credit Card,Electronics,0,Desktop,52,0,0
3198.11,Debit Card,Food,0,Mobile,28,1,0
9839.49,Wallet,Electronics,1,Desktop,54,1,1
5152.22,Wallet,Food,1,Desktop,15,0,1
5190.76,Debit Card,Food,1,Desktop,43,0,0
1150.17,Net Banking,Shopping,1,Desktop,6,1,1
1132.53,Credit Card,Travel,1,Desktop,37,0,0
4007.53,Wallet,Shopping,1,Desktop,38,0,0
1587.65,Credit Card,Travel,1,Desktop,28,0,0
2076.84,Credit Card,Travel,0,Mobile,51,1,0
3725.25,Credit Card,Travel,0,Desktop,59,0,0
2936.03,Debit Card,Electronics,1,Mobile,59,1,0
1838.87,Wallet,Electronics,1,Mobile,28,1,1
968.59,Net Banking,Bills,0,Mobile,13,1,0
5108.79,Net Banking,Bills,0,Mobile,51,1,1
1426.12,Wallet,Electronics,1,Mobile,27,0,1
1321.99,Net Banking,Food,0,Mobile,24,1,0
1939.12,Debit Card,Electronics,1,Desktop,28,1,1
3171.85,Debit Card,Shopping,0,Mobile,18,1,1
709.17,Net Banking,Food,1,Desktop,42,1,1
1177.82,Credit Card,Travel,1,Mobile,4,1,1
1580.67,Credit Card,Bills,1,Desktop,59,0,1
4425.05,Wallet,Shopping,1,Desktop,10,0,0
1950.26,Debit Card,Travel,1,Desktop,3,0,1
2693.65,Net Banking,Food,1,Mobile,57,0,1
469.72,Debit Card,Food,0,Desktop,6,1,0
2787.15,UPI,Bills,0,Desktop,35,0,0
359.91,Net Banking,Electronics,0,Desktop,18,1,0
2109.19,Net Banking,Bills,1,Mobile,48,0,0
5025.66,Wallet,Shopping,1,Mobile,55,0,0
915.65,Net Banking,Electronics,1,Desktop,37,0,0
4359.32,Credit Card,Shopping,1,Desktop,8,1,0
924.02,UPI,Food,1,Mobile,19,1,1
1381.43,UPI,Bills,1,Desktop,26,1,0
6238.03,Wallet,Food,1,Desktop,38,0,1
358.41,UPI,Food,0,Mobile,41,0,0
1041.65,Net Banking,Travel,0,Mobile,5,1,1
874.13,UPI,Travel,1,Mobile,7,1,0
4285.25,Wallet,Bills,0,Desktop,52,0,0
4749.31,Net Banking,Travel,0,Mobile,24,1,0
6984.75,Credit Card,Bills,0,Mobile,23,0,0
932.69,Net Banking,Electronics,0,Mobile,40,0,0
5777.75,Wallet,Bills,0,Desktop,41,1,0
2837.59,Wallet,Food,0,Desktop,11,0,0
340.9,Wallet,Bills,1,Mobile,17,1,1
8327.6,UPI,Bills,0,Desktop,27,1,1
2386.43,Credit Card,Food,0,Desktop,15,1,1
841.98,Credit Card,Bills,0,Desktop,11,1,0
2334.53,Credit Card,Shopping,0,Mobile,26,0,0
6763.82,Net Banking,Electronics,0,Desktop,24,0,0
5865.74,Net Banking,Food,0,Desktop,42,0,0
349.66,Wallet,Food,1,Mobile,46,1,0
1261.01,Wallet,Bills,1,Mobile,43,1,1
28.06,Wallet,Food,1,Mobile,29,1,1
4339.96,UPI,Shopping,0,Mobile,10,0,0
2354.98,Wallet,Bills,0,Mobile,31,0,0
1375.89,Wallet,Electronics,0,Desktop,57,0,0
2849.31,Debit Card,Food,1,Mobile,55,0,0
539.46,UPI,Bills,1,Mobile,25,0,0
1707.74,UPI,Bills,0,Mobile,24,1,0
4536.29,Debit Card,Travel,1,Desktop,48,1,1
382.68,Net Banking,Electronics,0,Desktop,50,1,0
3566.37,UPI,Shopping,0,Desktop,37,1,1
144.61,Wallet,Travel,1,Desktop,27,0,0
1962.4,Net Banking,Travel,1,Mobile,15,0,0
533.44,Credit Card,Travel,1,Mobile,56,0,0
1167.81,Wallet,Food,1,Mobile,57,1,1
7372.12,Net Banking,Travel,0,Mobile,50,0,0
7952.5,Net Banking,Travel,0,Mobile,11,0,0
1159.91,Net Banking,Shopping,0,Mobile,17,0,0
155.48,Credit Card,Electronics,1,Desktop,47,0,0
12227.16,Credit Card,Travel,0,Desktop,21,0,0
1763.55,Credit Card,Shopping,1,Desktop,11,1,1
1182.59,Credit Card,Bills,0,Mobile,1,0,0
3325.57,Net Banking,Bills,1,Desktop,13,1,0
1187.02,Net Banking,Travel,1,Mobile,31,1,0
247.7,Net Banking,Travel,0,Desktop,47,0,0
149.34,Credit Card,Food,1,Mobile,52,1,1
1989.94,Credit Card,Food,0,Desktop,47,1,0
6779.85,Wallet,Electronics,1,Mobile,58,0,0
9965.72,UPI,Electronics,0,Desktop,34,1,0
478.58,UPI,Shopping,1,Desktop,42,0,0
1687.28,Net Banking,Travel,1,Desktop,50,0,0
3235.28,UPI,Electronics,1,Desktop,21,0,0
297.99,UPI,Electronics,0,Desktop,1,0,0
14717.9,UPI,Travel,0,Desktop,33,1,1
2534.09,Credit Card,Travel,0,Desktop,26,1,0
331.33,UPI,Shopping,1,Desktop,28,1,1
2922.95,UPI,Food,1,Mobile,41,1,1
2103.96,Debit Card,Electronics,0,Mobile,49,0,0
7879.74,UPI,Food,0,Desktop,49,1,0
8894.16,Wallet,Electronics,1,Mobile,1,0,1
1251.19,Debit Card,Bills,1,Mobile,24,0,0
243.61,UPI,Food,1,Mobile,25,1,1
199.23,Wallet,Electronics,0,Desktop,1,0,0
525.61,UPI,Food,0,Desktop,42,1,0
6784.12,Credit Card,Food,1,Desktop,19,0,1
2005.18,UPI,Travel,0,Mobile,29,1,1
10164.17,Credit Card,Travel,0,Mobile,9,1,1
414.47,Debit Card,Electronics,0,Mobile,46,0,0
963.53,Credit Card,Bills,1,Mobile,17,1,1
3325.71,Debit Card,Electronics,0,Desktop,20,0,0
889.89,Debit Card,Bills,1,Mobile,43,1,1
1059.63,Wallet,Shopping,0,Desktop,4,1,1
1544.47,Debit Card,Electronics,1,Mobile,37,0,0
10221.55,Wallet,Bills,0,Mobile,15,1,1
4418.07,Debit Card,Food,1,Desktop,11,1,0
1350.99,Credit Card,Electronics,0,Mobile,38,1,0
3312.43,Debit Card,Bills,0,Mobile,54,0,0
2800.51,Net Banking,Electronics,1,Desktop,34,1,1
1754.15,Credit Card,Food,1,Mobile,24,1,1
6066.73,Wallet,Travel,1,Desktop,12,1,1
2278.42,Wallet,Shopping,0,Desktop,25,0,0
1545.86,Net Banking,Food,1,Mobile,15,0,0
211.3,Net Banking,Shopping,0,Mobile,27,1,1
4074.07,UPI,Bills,1,Desktop,58,1,1
808.88,Net Banking,Travel,1,Desktop,12,0,0
2556.37,UPI,Electronics,1,Mobile,32,0,0
2420.14,Credit Card,Electronics,0,Desktop,59,1,0
8551.54,Debit Card,Travel,1,Desktop,53,0,0
252.46,Net Banking,Shopping,0,Mobile,21,1,1
799.95,Debit Card,Travel,0,Mobile,7,0,0
7652.66,UPI,Electronics,0,Desktop,52,0,0
3185.99,Debit Card,Travel,0,Mobile,31,0,0
461.74,Net Banking,Shopping,1,Mobile,20,1,1
1513.92,Credit Card,Food,0,Desktop,54,1,1
1291.44,Wallet,Travel,0,Mobile,17,0,0
2155.86,Wallet,Food,1,Desktop,30,0,1
393.48,UPI,Food,1,Desktop,38,1,0
1909.08,UPI,Food,0,Mobile,43,0,0
4506.23,Wallet,Bills,1,Mobile,27,1,1
1198.4,Net Banking,Travel,0,Desktop,49,1,1
40.83,Debit Card,Shopping,1,Mobile,16,0,0
2358.82,Credit Card,Bills,0,Desktop,26,0,0
237.11,Net Banking,Travel,0,Desktop,19,0,0
12584.97,Net Banking,Travel,0,Desktop,45,1,1
3783.94,Debit Card,Electronics,0,Mobile,55,0,0
6247.06,UPI,Shopping,0,Mobile,56,1,1
942.63,Wallet,Electronics,1,Mobile,44,0,0
2333.57,Net Banking,Food,0,Desktop,37,1,0
649.05,Credit Card,Shopping,1,Mobile,40,0,0
1401.42,Credit Card,Electronics,0,Mobile,9,0,0
2596.29,Credit Card,Travel,1,Desktop,16,1,1
6935.11,Wallet,Shopping,0,Mobile,2,0,0
2196.68,UPI,Shopping,0,Mobile,8,1,1
314.4,Wallet,Food,0,Mobile,42,0,0
1062.91,Debit Card,Food,1,Desktop,17,1,0
245.9,Net Banking,Food,0,Desktop,3,1,1
1351.86,Wallet,Electronics,0,Desktop,13,0,0
2666.1,Wallet,Electronics,0,Desktop,9,1,1
3454.87,Debit Card,Shopping,0,Mobile,54,1,0
576.34,Wallet,Food,1,Desktop,18,1,0
5522.97,Wallet,Shopping,1,Mobile,2,1,1
3488.85,Net Banking,Bills,1,Desktop,11,0,0
997.56,Debit Card,Travel,1,Desktop,14,0,1
11173.01,Debit Card,Electronics,1,Mobile,33,0,1
1285.91,Wallet,Travel,0,Desktop,7,1,0
3148.3,Credit Card,Shopping,0,Desktop,48,0,0
4986.29,Credit Card,Bills,1,Mobile,47,1,1
2462.9,Credit Card,Shopping,1,Mobile,53,0,0
190.76,Wallet,Shopping,0,Mobile,19,0,0
412.89,Wallet,Travel,0,Mobile,26,1,1
3475.32,Credit Card,Shopping,1,Mobile,49,1,1
1076.0,Credit Card,Travel,0,Desktop,17,0,0
3519.51,Credit Card,Bills,1,Desktop,23,0,0
1899.21,Net Banking,Food,1,Desktop,5,1,1
2638.99,Credit Card,Electronics,0,Desktop,59,1,0
3322.46,Wallet,Bills,0,Desktop,58,0,0
1213.7,Net Banking,Electronics,1,Desktop,57,1,0
2727.32,Credit Card,Bills,1,Mobile,26,1,1
1706.31,Wallet,Food,1,Desktop,45,1,1
879.68,Net Banking,Shopping,1,Mobile,21,1,0
1090.83,UPI,Travel,1,Mobile,52,1,1
2351.88,Debit Card,Food,0,Desktop,52,0,0
1065.16,Debit Card,Travel,1,Mobile,49,1,1
269.48,Credit Card,Shopping,0,Desktop,10,0,0
2873.32,Credit Card,Electronics,1,Mobile,15,1,1
3514.28,Credit Card,Travel,1,Mobile,58,1,0
3176.47,Credit Card,Food,1,Desktop,52,1,1
1899.98,UPI,Shopping,1,Mobile,4,1,1
2246.92,Wallet,Food,0,Mobile,44,1,1
1111.59,Net Banking,Shopping,1,Mobile,47,1,1
6564.37,Debit Card,Food,0,Mobile,23,1,0
1011.56,Net Banking,Electronics,0,Desktop,35,1,0
607.84,Net Banking,Travel,0,Mobile,58,1,1
708.58,UPI,Shopping,1,Desktop,44,0,0
5553.57,UPI,Electronics,1,Desktop,3,1,1
709.85,Net Banking,Shopping,0,Desktop,29,0,0
16.38,Credit Card,Electronics,0,Desktop,36,1,0
408.86,Credit Card,Travel,1,Mobile,58,0,0
4479.39,Wallet,Food,0,Desktop,49,0,0
432.31,UPI,Food,0,Desktop,27,1,0
9346.21,Credit Card,Shopping,0,Desktop,48,0,0
3692.47,Debit Card,Travel,1,Mobile,21,0,0
4288.94,Credit Card,Electronics,1,Mobile,4,1,1
3156.57,UPI,Travel,1,Desktop,43,1,0
651.14,UPI,Electronics,1,Mobile,26,0,1
1724.22,Credit Card,Bills,1,Mobile,35,1,1
3390.09,Credit Card,Travel,0,Mobile,11,1,0
6151.6,Net Banking,Electronics,0,Mobile,47,0,0
1030.52,Net Banking,Travel,1,Mobile,3,1,1
1556.1,Debit Card,Travel,0,Desktop,54,0,0
891.57,Wallet,Shopping,0,Mobile,49,0,0
5603.68,Wallet,Bills,1,Mobile,49,1,0
7353.76,Credit Card,Shopping,1,Mobile,14,0,0
6951.48,Debit Card,Electronics,0,Desktop,33,0,0
1451.26,Net Banking,Electronics,0,Mobile,49,0,0
5395.07,UPI,Food,0,Desktop,51,1,1
2857.07,Net Banking,Food,1,Desktop,33,1,1
1033.46,UPI,Electronics,0,Mobile,5,1,0
117.36,Wallet,Food,1,Desktop,16,0,0
60.75,Credit Card,Bills,0,Mobile,48,1,1
1523.74,Net Banking,Shopping,1,Mobile,13,1,1
5769.69,Wallet,Travel,0,Mobile,24,0,0
38.54,Net Banking,Travel,0,Desktop,31,1,0
24.12,Wallet,Bills,1,Mobile,59,1,0
1260.06,Net Banking,Electronics,1,Mobile,34,0,0
3878.17,Credit Card,Travel,0,Desktop,19,0,0
2057.46,UPI,Shopping,1,Mobile,32,0,0
861.55,Wallet,Food,0,Mobile,34,1,0
1638.82,Credit Card,Bills,0,Mobile,5,1,1
9498.15,Wallet,Shopping,1,Desktop,7,0,0
347.43,UPI,Electronics,0,Desktop,22,1,0
3546.46,Debit Card,Electronics,1,Mobile,23,1,0
2528.3,Debit Card,Shopping,1,Desktop,18,1,1
717.54,UPI,Bills,0,Mobile,53,0,0
226.03,Wallet,Travel,1,Desktop,5,1,1
6054.02,Wallet,Shopping,1,Desktop,8,0,0
1556.88,Debit Card,Bills,1,Desktop,4,0,0
5367.37,Credit Card,Shopping,1,Mobile,33,1,1
969.88,Net Banking,Shopping,1,Mobile,38,1,1
2441.33,Credit Card,Food,1,Desktop,26,0,1
3432.02,Credit Card,Bills,1,Desktop,39,1,1
1187.77,Debit Card,Travel,0,Desktop,26,0,0
2473.04,Credit Card,Bills,1,Desktop,8,1,1
5440.69,Wallet,Shopping,0,Desktop,21,1,1
2042.76,Debit Card,Shopping,1,Mobile,56,0,0
359.25,UPI,Bills,0,Mobile,23,1,1
2010.11,Net Banking,Bills,1,Mobile,31,0,0
1007.44,UPI,Bills,0,Desktop,12,1,0
4139.28,Credit Card,Bills,1,Mobile,9,1,1
174.1,Credit Card,Bills,1,Mobile,51,0,0
3831.34,Credit Card,Electronics,1,Mobile,42,1,1
2465.32,Net Banking,Electronics,0,Desktop,24,1,0
8024.87,Credit Card,Travel,0,Desktop,3,1,0
3855.49,Credit Card,Electronics,1,Desktop,50,0,0
2379.67,Net Banking,Shopping,1,Desktop,13,1,1
1673.26,Wallet,Travel,0,Mobile,48,0,0
265.34,Wallet,Travel,0,Desktop,19,0,0
5422.49,Wallet,Food,0,Mobile,22,1,0
2080.63,Debit Card,Electronics,1,Mobile,32,1,0
2033.93,Net Banking,Travel,1,Desktop,21,1,0
4668.27,Debit Card,Travel,1,Desktop,20,1,1
5258.93,Debit Card,Food,0,Desktop,37,0,0
1501.05,UPI,Shopping,1,Desktop,25,0,0
6235.86,Credit Card,Electronics,1,Desktop,19,1,1
2681.5,Wallet,Food,0,Mobile,42,0,0
4139.82,Wallet,Electronics,0,Desktop,29,1,0
143.43,UPI,Electronics,0,Desktop,25,1,1
873.41,Credit Card,Bills,0,Desktop,30,0,0
2777.09,Debit Card,Travel,0,Mobile,23,1,0
8738.23,Debit Card,Electronics,1,Mobile,26,0,0
2082.93,Credit Card,Travel,0,Mobile,8,0,0
2269.51,UPI,Food,0,Mobile,37,0,0
1791.32,Debit Card,Shopping,0,Mobile,33,1,1
2346.43,Debit Card,Shopping,0,Desktop,4,0,0
2256.04,UPI,Bills,1,Desktop,26,1,1
5170.1,Debit Card,Travel,1,Desktop,46,0,1
3270.07,Net Banking,Bills,0,Mobile,32,1,0
1290.43,UPI,Shopping,1,Desktop,31,0,1
2081.27,Debit Card,Travel,1,Mobile,12,0,0
1255.75,Wallet,Travel,1,Mobile,8,1,1
170.21,Debit Card,Shopping,1,Mobile,38,1,1
3963.24,Wallet,Food,1,Desktop,34,0,0
1372.66,Debit Card,Electronics,0,Mobile,20,0,0
2921.1,Credit Card,Travel,0,Desktop,33,1,0
4114.97,Wallet,Electronics,1,Mobile,4,1,1
2608.2,Credit Card,Bills,0,Mobile,43,1,0
7453.87,Credit Card,Food,0,Mobile,52,1,0
3975.85,Wallet,Travel,1,Desktop,19,0,1
1504.32,Credit Card,Bills,1,Desktop,9,1,1
3380.97,Wallet,Bills,1,Mobile,27,1,1
2294.28,UPI,Electronics,1,Desktop,57,1,1
1448.35,UPI,Electronics,1,Mobile,16,0,1
3935.55,UPI,Bills,0,Desktop,59,0,0
2812.16,Wallet,Bills,0,Mobile,12,0,0
639.64,Credit Card,Shopping,0,Mobile,55,1,1
147.06,Debit Card,Travel,0,Desktop,16,0,0
6754.59,Wallet,Electronics,1,Desktop,18,0,0
6539.57,UPI,Bills,0,Desktop,54,1,1
704.91,Net Banking,Food,0,Desktop,3,1,1
789.22,UPI,Bills,0,Mobile,58,0,0
989.99,Wallet,Food,1,Desktop,40,1,0
580.9,UPI,Travel,0,Mobile,50,0,0
2604.13,Net Banking,Shopping,0,Desktop,33,0,0
7375.67,Wallet,Shopping,1,Desktop,57,1,1
5644.53,Credit Card,Travel,1,Mobile,16,1,1
6382.91,Credit Card,Electronics,1,Mobile,41,1,1
711.76,Credit Card,Bills,1,Desktop,43,1,0
1052.18,Net Banking,Travel,0,Mobile,48,0,0
6965.8,Wallet,Travel,1,Desktop,38,1,0
1920.98,Net Banking,Food,1,Desktop,16,0,1
1784.84,Credit Card,Shopping,1,Mobile,16,0,1
155.77,Wallet,Shopping,0,Desktop,37,1,0
10644.21,Debit Card,Shopping,0,Mobile,25,1,1
630.28,UPI,Electronics,1,Desktop,56,0,0
2503.19,Net Banking,Electronics,0,Desktop,41,0,0
3922.64,UPI,Bills,1,Mobile,33,1,1
2161.15,Credit Card,Electronics,1,Desktop,50,1,1
1399.84,Wallet,Bills,0,Desktop,9,1,1
1741.78,UPI,Shopping,0,Desktop,50,0,0
358.63,Wallet,Shopping,0,Mobile,27,0,0
2011.84,UPI,Food,1,Mobile,17,0,1
2248.01,Net Banking,Bills,0,Desktop,46,1,0
12330.93,Net Banking,Bills,0,Desktop,14,0,0
6431.15,Credit Card,Travel,1,Desktop,39,0,0
1186.34,Net Banking,Travel,1,Mobile,45,0,0
413.47,Credit Card,Shopping,1,Mobile,27,1,0
72.52,Wallet,Travel,1,Mobile,25,0,1
10989.57,Debit Card,Travel,1,Mobile,41,1,1
1730.35,Wallet,Travel,1,Mobile,37,1,1
539.96,Net Banking,Electronics,0,Desktop,17,0,0
2168.17,Debit Card,Bills,1,Desktop,36,1,1
1982.17,Credit Card,Shopping,1,Mobile,52,0,0
2688.05,Net Banking,Bills,1,Mobile,56,1,1
60.77,Wallet,Bills,1,Desktop,59,0,0
228.2,Net Banking,Shopping,0,Mobile,13,1,1
5012.49,Wallet,Shopping,0,Mobile,1,1,1
4198.9,Credit Card,Travel,0,Desktop,4,1,0
350.18,Net Banking,Food,0,Desktop,31,0,0
1944.48,Wallet,Travel,1,Desktop,59,0,0
5690.11,Debit Card,Food,0,Mobile,23,1,0
2914.34,Wallet,Travel,0,Desktop,5,1,0
1065.8,Net Banking,Food,0,Desktop,30,1,0
1327.23,Net Banking,Electronics,0,Mobile,25,1,0
95.85,Credit Card,Travel,0,Desktop,21,1,1
3540.78,Credit Card,Shopping,0,Desktop,16,1,0
1609.27,Credit Card,Food,1,Mobile,13,1,1
4406.06,Wallet,Food,1,Desktop,45,0,0
1166.98,Debit Card,Food,1,Mobile,8,1,1
2251.13,UPI,Travel,0,Desktop,56,0,0
2156.04,Credit Card,Travel,1,Desktop,10,1,1
4150.68,Debit Card,Travel,1,Desktop,29,0,0
1034.19,Wallet,Electronics,0,Desktop,1,0,0
164.75,Wallet,Food,0,Desktop,3,0,0
567.84,UPI,Shopping,0,Mobile,36,0,0
2862.78,Credit Card,Travel,0,Desktop,40,0,0
4036.86,Debit Card,Bills,0,Mobile,30,0,0
4384.21,Net Banking,Travel,1,Mobile,11,1,1
556.81,Credit Card,Bills,1,Desktop,38,1,1
3808.1,UPI,Food,0,Mobile,29,0,0
225.33,Credit Card,Electronics,1,Mobile,57,0,1
457.78,Debit Card,Food,0,Mobile,3,1,1
2696.71,Net Banking,Electronics,1,Mobile,15,1,1
406.92,UPI,Bills,0,Desktop,43,0,0
1605.51,Credit Card,Travel,0,Desktop,26,0,0
6835.5,UPI,Food,0,Desktop,33,0,0
974.11,Debit Card,Travel,0,Desktop,33,1,0
316.03,Credit Card,Food,0,Mobile,14,1,1
